# This file contains the data of all generations
# of objectives = 2, # of constraints = 1, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
# gen = 1
9.999362e-01	5.808477e+00	0.000000e+00	7.772374e-01	8.408591e-01	0.000000e+00	21	3.644839e-01
9.999826e-01	5.593744e+00	0.000000e+00	9.750543e-01	7.084384e-01	0.000000e+00	19	1.994044e-01
9.502492e-01	4.990743e+00	0.000000e+00	5.887378e-01	4.130111e-01	0.000000e+00	9	3.080081e-01
9.720085e-01	5.131632e+00	0.000000e+00	8.841108e-01	4.731622e-01	0.000000e+00	11	2.212793e-01
9.999928e-01	5.519464e+00	0.000000e+00	2.632460e-01	6.665526e-01	0.000000e+00	19	1.608235e-01
9.991725e-01	5.845067e+00	0.000000e+00	7.935216e-01	8.650118e-01	0.000000e+00	21	5.044944e-01
4.022333e-01	5.194861e+00	0.000000e+00	1.138403e-01	4.374382e-01	0.000000e+00	1	5.437744e-01
9.998450e-01	5.894799e+00	0.000000e+00	9.636880e-01	8.990746e-01	0.000000e+00	23	1.000000e+14
3.883661e-01	5.263705e+00	0.000000e+00	1.204242e-01	4.655801e-01	0.000000e+00	1	1.000000e+14
9.845240e-01	5.385459e+00	0.000000e+00	6.782188e-01	5.930000e-01	0.000000e+00	13	1.707492e-01
6.768471e-01	5.918184e+00	0.000000e+00	8.506965e-02	8.536455e-01	0.000000e+00	4	1.613764e-01
9.704237e-01	4.587939e+00	0.000000e+00	8.786326e-01	2.814648e-01	0.000000e+00	8	3.155474e-01
9.999347e-01	5.238182e+00	0.000000e+00	1.625709e-02	5.247738e-01	0.000000e+00	15	1.868356e-01
9.035901e-01	2.951101e+00	0.000000e+00	6.236432e-02	3.247345e-02	0.000000e+00	3	2.293877e-01
9.999985e-01	5.990860e+00	0.000000e+00	2.399620e-01	9.674723e-01	0.000000e+00	26	1.000000e+14
9.999964e-01	5.975255e+00	0.000000e+00	9.809009e-01	9.561060e-01	0.000000e+00	25	1.000000e+14
9.364068e-01	4.655065e+00	0.000000e+00	1.865550e-01	2.971355e-01	0.000000e+00	7	3.894016e-01
1.000000e+00	5.630715e+00	0.000000e+00	7.571282e-01	7.300235e-01	0.000000e+00	21	1.000000e+14
8.111883e-01	5.823850e+00	0.000000e+00	3.517398e-01	8.134392e-01	0.000000e+00	6	3.820309e-01
9.939966e-01	5.045454e+00	0.000000e+00	9.273761e-01	4.409254e-01	0.000000e+00	13	2.558512e-01
1.000000e+00	5.940503e+00	0.000000e+00	2.493353e-01	9.311603e-01	0.000000e+00	25	1.000000e+14
9.690250e-01	5.798378e+00	0.000000e+00	6.654883e-01	8.275796e-01	0.000000e+00	11	3.245824e-01
5.976323e-01	4.056922e+00	0.000000e+00	9.162647e-02	1.338816e-01	0.000000e+00	2	4.887895e-01
9.714016e-01	4.227234e+00	0.000000e+00	8.822929e-01	1.920397e-01	0.000000e+00	6	1.267981e-01
9.528769e-01	5.091119e+00	0.000000e+00	1.902485e-01	4.533004e-01	0.000000e+00	10	3.173121e-01
8.099767e-01	4.442037e+00	0.000000e+00	3.896363e-01	2.266147e-01	0.000000e+00	3	4.090950e-01
9.903163e-01	5.639016e+00	0.000000e+00	9.188654e-01	7.329698e-01	0.000000e+00	16	3.930028e-01
9.915970e-01	5.500020e+00	0.000000e+00	8.211313e-01	6.543041e-01	0.000000e+00	14	3.743165e-01
9.842270e-01	5.973731e+00	0.000000e+00	6.779188e-01	9.513102e-01	0.000000e+00	16	3.412125e-01
9.716007e-01	3.321906e+00	0.000000e+00	8.587143e-01	6.127126e-02	0.000000e+00	4	1.145351e-01
8.355825e-01	5.338463e+00	0.000000e+00	7.067156e-02	5.457861e-01	0.000000e+00	4	2.324944e-01
9.910218e-01	4.986374e+00	0.000000e+00	8.223206e-01	4.172173e-01	0.000000e+00	12	2.919883e-01
9.705611e-01	4.262201e+00	0.000000e+00	8.623613e-01	1.995235e-01	0.000000e+00	6	9.589353e-02
9.976891e-01	4.784976e+00	0.000000e+00	2.862607e-01	3.458117e-01	0.000000e+00	10	3.726412e-01
9.870129e-01	2.530798e+00	0.000000e+00	8.298064e-01	1.678175e-02	0.000000e+00	3	1.000000e+14
9.943665e-01	4.556417e+00	0.000000e+00	9.283844e-01	2.753317e-01	0.000000e+00	8	2.060498e-01
9.996391e-01	4.266809e+00	0.000000e+00	2.249183e-01	2.033636e-01	0.000000e+00	8	4.099867e-02
9.716873e-01	5.954727e+00	0.000000e+00	8.584549e-01	9.347801e-01	0.000000e+00	14	1.000000e+14
5.448959e-01	5.470957e+00	0.000000e+00	1.456628e-01	5.749516e-01	0.000000e+00	3	5.785996e-01
9.696179e-01	5.862838e+00	0.000000e+00	1.951257e-01	8.704696e-01	0.000000e+00	12	1.000000e+14
7.940554e-01	3.606365e+00	0.000000e+00	3.844455e-01	8.116328e-02	0.000000e+00	2	5.489980e-01
7.863682e-01	5.967889e+00	0.000000e+00	3.812477e-01	9.062010e-01	0.000000e+00	6	1.054043e-01
9.857237e-01	4.970397e+00	0.000000e+00	9.102294e-01	4.103199e-01	0.000000e+00	11	4.085922e-01
7.795340e-01	5.931869e+00	0.000000e+00	3.642344e-01	8.799182e-01	0.000000e+00	5	2.319606e-01
9.768580e-01	5.258999e+00	0.000000e+00	8.947669e-01	5.305000e-01	0.000000e+00	12	4.297624e-01
8.805605e-01	5.150532e+00	0.000000e+00	6.547911e-02	4.676275e-01	0.000000e+00	6	5.163020e-01
5.295302e-01	5.139348e+00	0.000000e+00	9.756966e-02	4.241437e-01	0.000000e+00	2	4.269719e-01
